data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8386902,466,MLI4375,4375,"14 October 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Police Forces of Mali (2020-2021)",,1,12,"Western Africa",Mali,Sikasso,Bougouni,Garalo,Solabougouda,10.7467,-7.5769,2,"FAMAMali; Djeliba24; Baobab Presse; Malivox; Whatsapp","New media-National","On 14 October 2020, suspected JNIM militants ambushed a police patrol near Solabougouda (Bougouni, Sikasso). One policeman was killed and another wounded.",1,1626735454,MLI
8014873,466,MLI4385,4385,"13 October 2020",2020,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,27,"Western Africa",Mali,Mopti,Bandiagara,Dourou,Guimini,14.2775,-3.4375,1,"Le Pays Dogon",Subnational,"On 13 October 2020, presumed JNIM militants attacked the village of Guimini (Bandiagara, Mopti). Three Dogon men were killed in the attack.",3,1622068043,MLI
8014879,466,MLI4370,4370,"13 October 2020",2020,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Parou,14.1891,-3.7488,2,"AMAP; FAMAMali; Jeune Afrique",National-Regional,"On 13 October 2020, presumed JNIM militant attacked a communal transport bus near Parou (Bandiagara, Mopti). Twelve passengers were killed and twenty-three wounded. On the same day, in the town, an attack also occurred on Malian troops.",12,1622068043,MLI
8358266,466,MLI4371,4371,"13 October 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-2021)",,1,12,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Parou,14.1891,-3.7488,1,"FAMAMali; Jeune Afrique; Telegram; AMAP","New media-National","On 13 October 2020, presumed JNIM militants ambushed a Malian army convoy in Parou (Bandiagara, Mopti). At least two soldiers were killed and ten wounded, and nine militants were also killed. Pro-JNIM Tadayit on Telegram attributed the attack to JNIM. On the same day, outside the town, an attack against civilians occured.",11,1624927676,MLI
8358267,466,MLI4372,4372,"13 October 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-2021)",,1,12,"Western Africa",Mali,Mopti,Bankass,Sokoura,Sokoura,13.5025,-3.766,1,"FAMAMali; Jeune Afrique; Telegram; AMAP","New media-National","On 13 October 2020, presumed JNIM militants attacked a Malian army camp in Sokoura (Bankass, Mopti). Nine soldiers were killed and others wounded. Pro-JNIM Tadayit on Telegram attributed the attack to JNIM.",9,1624927676,MLI
8014901,466,MLI4366,4366,"12 October 2020",2020,1,Battles,"Armed clash","Militia (Students)","AEEM: Association of Students and Pupils in Mali",3,"Militia (Students)","AEEM: Association of Students and Pupils in Mali",3,33,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Essor; AMAP; Mali Actu",Subnational-National,"On 12 October 2020, two rival student syndicalist camps from the Association of Students and Pupils in Mali clashed with firearms and blade weapons in the Badalabougou area of Bamako (Bamako, Bamako). One student was killed and ten others wounded.",1,1622068043,MLI
8887487,466,MLI4468,4468,"12 October 2020",2020,2,Battles,"Armed clash","Islamic State (West Africa) - Greater Sahara Faction",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa",Mali,Mopti,Mopti,Mopti,Mopti,14.4891,-4.1928,3,"Al Nabaa","New media","Around 12 October 2020 (as reported), ISGS claimed to have killed a JNIM fighter in the 'Macina Region,' coded as Mopti (Mopti, Mopti).",1,1646432974,MLI
8014904,466,MLI4365,4365,"11 October 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) - Greater Sahara Faction",,2,"Military Forces of France (2017-)",,8,28,"Western Africa",Mali,Menaka,Anderamboukane,Anderamboukane,"In Chinnana",15.6063,3.3791,1,"Undisclosed Source; Armee Francaise","Local partner-Other","On 11 October 2020, suspected ISGS militants engaged French forces in combat in the village of In Chinnana (Anderamboukane, Menaka). The French forces repelled the militants and called in airstrikes that reportedly killed eight militants.",8,1622068043,MLI
8014919,466,MLI4363,4363,"10 October 2020",2020,1,Battles,"Armed clash","Military Forces of France (2017-)","Military Forces of Niger (2011-2021)",8,"Islamic State (West Africa) - Greater Sahara Faction",,2,28,"Western Africa",Mali,Menaka,Anderamboukane,Anderamboukane,"In Chinnana",15.6063,3.3791,2,"Armee Francaise",International,"On 10 October 2020, French and Nigerien forces conducted a reconnaissance mission and clashed with suspected ISGS militants near the village of In Chinnana (Anderamboukane, Menaka). An unspecified number of militants were killed, and one motorbike and weapons seized. Unknown fatalities coded as 3 due to lack of precision.",3,1622068043,MLI
8014927,466,MLI4358,4358,"10 October 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Islamic State (West Africa) - Greater Sahara Faction",,2,22,"Western Africa",Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,2,Twitter,"New media","On 10 October 2020, JNIM and ISGS militants reportedly clashed near Ntillit (Gao, Gao). An unspecified number of militants were killed. Unknown fatalities coded as 10.",10,1622068043,MLI
8014931,466,MLI4356,4356,"09 October 2020",2020,1,Battles,"Non-state actor overtakes territory","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Communal Militia (Mali)",,4,24,"Western Africa",Mali,Segou,Niono,Dogofry,Farabougou,14.8883,-6.1409,1,"AFP; Reelle Afrique","New media-International","On 9 October 2020, presumed JNIM militants attacked the village of Farabougou (Niono, Segou). The militants reportedly killed at least five people (interchangeably described as armed Bambara Dozos and civilians), wounded fifteen others while others went missing, besieged the village, and seized thousands of livestock.",5,1622068043,MLI
8014937,466,MLI4406,4406,"09 October 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Tenenkou,Kareri,Sety,14.6936,-5.2794,1,"Undisclosed Source","Local partner-Other","On 9 October 2020, unknown gunmen attacked the village of Sety (Tenenkou, Mopti). No casualties reported.",0,1622068043,MLI
8014939,466,MLI4407,4407,"09 October 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Tenenkou,Kareri,Tileolonke,14.6525,-5.3052,1,"Undisclosed Source","Local partner-Other","On 9 October 2020, unknown gunmen attacked the village of Tileolonke (Tenenkou, Mopti). No casualties reported.",0,1622068043,MLI
8014948,466,MLI4357,4357,"09 October 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Islamic State (West Africa) - Greater Sahara Faction",,2,22,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,"In Terdjiten",15.5275,-1.1392,2,Twitter,"New media","On 9 October 2020, JNIM and ISGS militants reportedly clashed in the area of In Terdjiten (Gourma-Rharous, Tombouctou). No casualties reported.",0,1622068043,MLI
8014957,466,MLI4354,4354,"08 October 2020",2020,2,Battles,"Armed clash","Dozo Communal Militia (Mali)",,4,"JNIM: Group for Support of Islam and Muslims",,2,24,"Western Africa",Mali,Segou,Tominian,Benena,Benena,13.12,-4.3652,2,"Whatsapp; Mali Jet","New media-National","Around 8 October 2020 (between 8 - 9 October), Dozo militiamen and presumed JNIM militants clashed near Benena (Tominian, Segou). One account stated that no casualties were recorded, only livestock reconstituted, while another said two militants were killed and one Dozo wounded.",0,1622068043,MLI
8358265,466,MLI4355,4355,"08 October 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-2021)",,1,12,"Western Africa",Mali,Sikasso,Yorosso,Boura,Boura,12.4117,-4.5393,1,"Nord Sud Journal; Whatsapp; Menastream; Mali Actu; Studio Tamani; Koutiala Observateur Infos","Local partner-New media","On 8 October 2020, suspected JNIM militants attacked a National Guard position in Boura (Yorosso, Sikasso). The soldiers repelled the attack. One guard and an unspecified number of militants were wounded.",0,1624927676,MLI
8014973,466,MLI4353,4353,"07 October 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dogon Ethnic Militia (Mali)","Farmers (Mali)",4,24,"Western Africa",Mali,Mopti,Bankass,Segue,Tissagou,13.6569,-3.8202,1,"Koro Kibaru; Studio Tamani","New media-Subnational","On 7 October 2020, presumed JNIM militants attacked the Dogon village of Tissagou (Bankass, Mopti). Village defense responded to the attack, three Dogon were reportedly killed, and tricycles, motorbikes, and livestock seized by the militants.",3,1622068043,MLI
8014987,466,MLI4351,4351,"06 October 2020",2020,1,"Violence against civilians",Attack,"Dozo Communal Militia (Mali)",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali); Pastoralists (Mali)",7,47,"Western Africa",Mali,Segou,Niono,Dogofry,Farabougou,14.8883,-6.1409,1,"Undisclosed Source; Mondafrique; AFP; Twitter","Local partner-Other","On 6 October 2020, Bambara Dozo militiamen killed one Fulani civilian in Farabougou (Niono, Segou).",1,1622068043,MLI
8358264,466,MLI4349,4349,"06 October 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-2021)",,1,12,"Western Africa",Mali,Mopti,Koro,"Pel Maoude",Birga-Dogon,14.04,-3.261,1,"Essor; FAMAMali; Kibaru; Xinhua; AFP; Studio Tamani; Whatsapp; AMAP","New media-Subnational","On 6 October 2020, presumed JNIM militants attacked a National Guard position in Birga (Koro, Mopti). Three soldiers were killed, two vehicles destroyed, and arms and ammunition seized by the militants.",3,1624927676,MLI
8359170,466,MLI4350,4350,"06 October 2020",2020,1,Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2020-2021)",,1,13,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Dounde,14.2039,-3.8162,2,"Undisclosed Source","Local partner-Other","On 6 October 2020, unknown gunmen exchanged gunfire with a Malian army patrol near the village of Dounde (Bandiagara, Mopti). No casualties reported.",0,1624927678,MLI
8015016,466,MLI4346,4346,"05 October 2020",2020,1,"Violence against civilians",Attack,"Dan Na Ambassagou",,4,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,47,"Western Africa",Mali,Mopti,Koro,Kassa,Berdossou,14.7354,-3.0544,1,Facebook,"New media","On 5 October 2020, presumed Dana Ambassagou militiamen reportedly attacked the Dogon village of Berdossou (Koro, Mopti). Outcome not reported and casualties unknown.",0,1622068043,MLI
8015043,466,MLI4342,4342,"03 October 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Segou,Tominian,Timissa,Tinemassagou,13.9,-4.084,2,"Undisclosed Source","Local partner-Other","On 3 October 2020, unknown gunmen attacked marketgoers in the area of Tinemassagou (Bandiagara, Mopti). An unknown number of people were killed. Unknown fatalities coded as 3.",3,1622068043,MLI
8015054,466,MLI4341,4341,"02 October 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Islamic State (West Africa) - Greater Sahara Faction",,2,22,"Western Africa",Mali,Gao,Ansongo,Tessit,Kakou,15.1193,0.112,2,"Undisclosed Source","Local partner-Other","On 2 October 2020, JNIM and ISGS militants clashed between Kakou (Ansongo, Gao) in Mali and Korfooueyouey (Tin-Akoff, Oudalan) in Burkina Faso. No casualties reported.",0,1622068043,MLI
8015065,466,MLI4338,4338,"01 October 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,37,"Western Africa",Mali,Mopti,Bandiagara,Doucoumbo,"Kori Kori",14.4084,-3.7506,1,"Undisclosed Source","Local partner-Other","On 1 October 2020, unknown gunmen attacked the village of Kori Kori (Bandiagara, Mopti). One Dogon man was killed and another wounded.",1,1622068043,MLI
8015068,466,MLI4336,4336,"01 October 2020",2020,1,Battles,"Armed clash","Dan Na Ambassagou",,4,"Dogon Ethnic Militia (Mali)","Farmers (Mali)",4,44,"Western Africa",Mali,Mopti,Koro,Kassa,Berdossou,14.7354,-3.0544,1,"Undisclosed Source; Studio Tamani; Twitter; Pinal (Mali)","Local partner-Other","On 1 October 2020, presumed Dana Ambassagou militiamen attacked the Dogon village of Berdossou (Koro, Mopti). Village self-defense repelled the attack. One person was killed and others wounded.",1,1622068043,MLI
8015069,466,MLI4339,4339,"01 October 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of France (2017-)",,8,"JNIM: Group for Support of Islam and Muslims",,2,28,"Western Africa",Mali,Gao,Ansongo,Talataye,Oudeini,16.0986,1.6919,1,"Telegram; Twitter; Reelle Afrique","New media","On 1 October 2020, French Operation Barkhane forces conducted an airstrike against a vehicle carrying JNIM militants in Oudeini (Ansongo, Gao). At least three JNIM militants killed.",3,1622068043,MLI
8386901,466,MLI4340,4340,"01 October 2020",2020,1,Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2020-2021)",,1,13,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,"AMAP; Mali Jet; Undisclosed Source; FAMAMali","Local partner-Other","On 1 October 2020, unknown gunmen attacked a police patrol in Timbuktu (Tombouctou, Tombouctou). Two policemen were killed and three others including one civilian wounded.",2,1626735454,MLI
9208810,466,MLI4337,4337,"01 October 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Islamic State (West Africa) - Greater Sahara Faction",,2,22,"Western Africa",Mali,Gao,Gao,Anchawadi,I-n-Tamede,16.2108,0.8136,1,"Undisclosed Source; Twitter; Reelle Afrique","Local partner-Other","On 1 October 2020, JNIM and ISGS militants reportedly clashed in In-Tamede (Gao, Gao). Eight ISGS fighters were killed and others taken prisoners.",8,1652228927,MLI
8358263,466,MLI4335,4335,"30 September 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-2021)",,1,12,"Western Africa",Mali,Segou,Niono,Niono,Seriwala,14.2874,-6.0162,1,"AMAP; Menastream; Undisclosed Source; Kibaru; Essor","Local partner-Other","On 30 September 2020, presumed JNIM militants attacked a Malian army checkpoint in Seriwala (Niono, Segou). The militants burned the post. No casualties reported.",0,1624927676,MLI
8015126,466,MLI4330,4330,"29 September 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Douentza,Dianwely,"Dianveli Kesel",14.899,-2.8982,1,"Undisclosed Source","Local partner-Other","On 29 September 2020, unknown gunmen attacked the village of Dianveli (Douentza, Mopti). One person was killed and another wounded.",1,1622068043,MLI
8015128,466,MLI4333,4333,"29 September 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Kidal,Tessalit,Tessalit,Tessart,20.3211,0.7317,2,"Undisclosed Source","Local partner-Other","On 29 September 2020, a civilian vehicle struck an IED in the area of Tessart (Tessalit, Kidal). One civilian was wounded. The device was likely planted by JNIM militants.",0,1622068043,MLI
8358262,466,MLI4329,4329,"29 September 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-2021)",,1,12,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,"AFP; FAMAMali; Essor; Reelle Afrique; Mali Actu; Mali Jet; Menastream; AMAP","Local partner-New media","On 29 September 2020, presumed JNIM militants attacked a Malian army unit between Boni and Nokara (Douentza, Mopti). At least two soldiers were killed and seven wounded.",2,1624927676,MLI
9208812,466,MLI4327,4327,"27 September 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Mali)","Tuareg Ethnic Group (Mali)",7,27,"Western Africa",Mali,Gao,Gao,Anchawadi,Tamkoutat,16.4032,0.9921,2,"Undisclosed Source","Local partner-Other","On 27 September 2020, ISGS militants raided a Tuareg settlement in Inachoulak, near Tamkoutat (Gao, Gao). Three people including a man, a woman, and a girl were killed, and livestock and belongings seized.",3,1652228927,MLI
8015175,466,MLI4323,4323,"26 September 2020",2020,1,Battles,"Armed clash","Bananso Communal Militia (Mali)",,4,"Bananso Communal Militia (Mali)","Miners (Mali)",4,44,"Western Africa",Mali,Sikasso,Kadiolo,Fourou,Bananso,10.8833,-6.0333,1,"AMAP; Essor; Mali Actu",National,"On 26 September 2020, armed youths and miners clashed in the village of Bananso (Kadiolo, Sikasso). Five people were wounded including two severely following the clashes. The two camps fought over the control of a nearby mining site being exploited despite prohibition by authorities.",0,1622068044,MLI
8015189,466,MLI4384,4384,"26 September 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Islamic State (West Africa) - Greater Sahara Faction",,2,22,"Western Africa",Mali,Gao,Ansongo,Tessit,Ehamaye,15.1099,-0.1477,1,"Undisclosed Source","Local partner-Other","On 26 September 2020, JNIM and ISGS militants reportedly clashed in Ehamaye (Gao, Gao). Four ISGS militants were killed and two taken prisoners.",4,1622068044,MLI
8015191,466,MLI4319,4319,"26 September 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dan Na Ambassagou",,4,24,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Mandoli,14.0615,-3.7861,2,"Le Pays Dogon; Undisclosed Source; Reelle Afrique; Whatsapp; Koro Kibaru","Local partner-Other","On 26 September 2020, suspected JNIM militants simultaneously attacked the neighboring villages of Mandoli and Bani-Do (Bandiagara, Mopti). The militants burned barns and seized livestock and clashed with Dan Na Ambassagou militiamen. No casualties reported.",0,1622068044,MLI
8015211,466,MLI4322,4322,"24 September 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Koro,"Pel Maoude",Birakana,14.0702,-3.2245,1,"Undisclosed Source","Local partner-Other","On 24 September 2020, unknown gunmen attacked the village of Birakana (Koro, Mopti). Three men were killed.",3,1622068044,MLI
8015216,466,MLI4467,4467,"24 September 2020",2020,2,"Violence against civilians",Attack,"Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Mali)","Fulani Ethnic Group (Mali); Pastoralists (Mali); Muslim Group (Mali)",7,27,"Western Africa",Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,1,"Undisclosed Source","Local partner-Other","Around 24 September 2020 (between 24 - 25 September), ISGS militants opened fire on a mosque in Ntillit (Gao, Gao). Two civilian worshippers from the Fulani community were hit by gunshots, one was killed and the other wounded.",1,1622068044,MLI
8015234,466,MLI4316,4316,"24 September 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,37,"Western Africa",Mali,Mopti,Douentza,Dianwely,Beni,14.8537,-2.9469,1,"Undisclosed Source; Reelle Afrique","Local partner-Other","On 24 September 2020, unknown gunmen attacked the Dogon village of Beni (Douentza, Mopti). No fatalities or casualties reported.",0,1622068044,MLI
8386900,466,MLI4317,4317,"24 September 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Police Forces of Mali (2020-2021) Gendarmerie",,1,12,"Western Africa",Mali,Koulikoro,Kolokani,Didieni,Didieni,13.8837,-8.091,1,"Undisclosed Source; Twitter; Telegram; Menastream; Mande Infos; Reelle Afrique","Local partner-Other","On 24 September 2020, presumed JNIM militants attacked a gendarmerie station in Didieni (Kolokani, Koulikoro). One customs officer was killed and one gendarme wounded. Pro-JNIM Tadayit and AQ-linked Thabat News Agency attributed the attack to JNIM.",1,1626735454,MLI
9364720,466,MLI4466,4466,"24 September 2020",2020,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Tuareg Ethnic Group (Mali); Islamic State (West Africa) - Greater Sahara Faction",7,27,"Western Africa",Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,1,"Undisclosed Source","Local partner-Other","On 24 September 2020, JNIM militants killed a man from the Tuareg community in Ntillit (Gao, Gao). The victim was accused of collaborating with ISGS militants.",1,1655827948,MLI
9490430,466,MLI4314,4314,"23 September 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims and/or Islamic State (West Africa) - Greater Sahara Faction",,2,"Military Forces of Mali (2020-2021)","G5S: G5 Sahel Force (2017-)",1,12,"Western Africa",Mali,Mopti,Douentza,Mondoro,Boulkessi,14.7983,-1.3025,2,"AMAP; Essor; Studio Tamani; aBamako; Reelle Afrique; FAMAMali; Undisclosed Source","Local partner-Other","On 23 September 2020, presumed JNIM or ISGS militants ambushed the Malian contingent of the G5 Sahel Force south of Boulikessi (Douentza, Mopti). Three soldiers were killed, and four soldiers and fifteen militants wounded. The militants seized and destroyed vehicles.",3,1663626896,MLI
9490454,466,MLI4465,4465,"23 September 2020",2020,2,Battles,"Armed clash","Islamic State (West Africa) - Greater Sahara Faction",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa",Mali,Mopti,Douentza,Mondoro,Boulkessi,14.7983,-1.3025,2,"Al Nabaa","New media","Around 23 September 2020 (as reported), ISGS claimed to have killed a JNIM fighter in Boulikessi (Douentza, Mopti).",1,1663626896,MLI
8015284,466,MLI4321,4321,"22 September 2020",2020,1,Battles,"Armed clash","Military Forces of France (2017-)",,8,"Unidentified Armed Group (Mali)",,3,38,"Western Africa",Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,2,"Armee Francaise",International,"On 22 September 2020, French forces conducting operations exchanged gunfire with armed individuals southeast of In Delimane (Ansongo, Gao). Three individuals were killed or captured in an ensuing sweep.",3,1622068044,MLI
7233830,466,MLI4310,4310,"21 September 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labour Group (Mali)",7,37,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Studio Tamani",National,"On 21 September 2020, unknown gunmen shot and wounded an economic operator in Gao (Gao, Gao).",0,1601324149,MLI
8015293,466,MLI4309,4309,"21 September 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Aid Workers (International)",7,37,"Western Africa",Mali,Gao,Ansongo,Ansongo,Ansongo,15.6597,0.5022,2,"Undisclosed Source","Local partner-Other","On 21 September 2020, unknown gunmen assaulted and robbed employees of an international NGO on the outskirts of Ansongo (Ansongo, Gao).",0,1622068044,MLI
8015304,466,MLI4320,4320,"20 September 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,37,"Western Africa",Mali,Mopti,Mopti,Sio,Somadougou,14.2846,-4.0647,2,"Undisclosed Source","Local partner-Other","On 20 September 2020, unknown gunmen shot and killed a Dogon man near Somadougou (Mopti, Mopti).",1,1622068044,MLI
8015314,466,MLI4464,4464,"20 September 2020",2020,2,Battles,"Armed clash","Islamic State (West Africa) - Greater Sahara Faction",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa",Mali,Gao,Ansongo,Tessit,Tessit,15.2238,0.2925,2,"Al Nabaa","New media","Around 20 September 2020 (as reported), ISGS claimed to have attacked a JNIM commander at his house near Tessit (Ansongo, Gao). A rifle and motorcycle were allegedly seized after the JNIM commander escaped.",0,1622068044,MLI
8015316,466,MLI4463,4463,"20 September 2020",2020,2,Battles,"Armed clash","Islamic State (West Africa) - Greater Sahara Faction",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa",Mali,Mopti,Mopti,Mopti,Mopti,14.4891,-4.1928,3,"Al Nabaa","New media","Around 20 September 2020 (as reported), ISGS claimed to have killed five JNIM fighters in the Mopti Region, coded as Mopti (Mopti, Mopti).",5,1622068044,MLI
8358260,466,MLI4307,4307,"20 September 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims and/or Islamic State (West Africa) - Greater Sahara Faction",,2,"Military Forces of Mali (2020-2021)",,1,12,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Agoufou,15.5868,-1.3242,2,"Facebook; Whatsapp; Undisclosed Source","Local partner-Other","On 20 September 2020, a Malian army tanker truck struck an IED near the village of Agoufou (Gourma-Rharous, Tombouctou). Two soldiers were wounded. The device was likely planted by JNIM or ISGS militants.",0,1624927676,MLI
8015324,466,MLI4306,4306,"19 September 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) - Greater Sahara Faction",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa",Mali,Gao,Ansongo,Talataye,Talataye,16.5333,1.5167,2,"Undisclosed Source; Whatsapp","Local partner-Other","On 19 September 2020, ISGS and JNIM reportedly clashed in Talataye (Ansongo, Gao). Injuries reported.",0,1622068044,MLI
8015340,466,MLI4308,4308,"19 September 2020",2020,2,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (International)","ICRC: International Committee of the Red Cross and Red Crescent; Aid Workers (International)",7,37,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,"Whatsapp; Undisclosed Source","Local partner-Other","Around 19 September 2020 (between 19-20 September), unknown gunmen reportedly violently robbed ICRC staff in their compound in the town of Menaka (Menaka, Menaka).",0,1622068044,MLI
8387095,466,MLI4299,4299,"19 September 2020",2020,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,27,"Western Africa",Mali,Mopti,Bandiagara,Timiri,"Yarou Plateau",13.9699,-4.0939,2,"Le Pays Dogon",Subnational,"On 19 September 2020, suspected JNIM militants shot and killed a Dogon man near Yarou Plateau (Bandiagara, Mopti).",1,1626735455,MLI
9683154,466,MLI4305,4305,"19 September 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims and/or Islamic State (West Africa) - Greater Sahara Faction",,2,"Military Forces of Mali (2020-2021)",,1,12,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Doro,16.1137,-0.8606,2,"Facebook; Whatsapp","New media","On 19 September 2020, presumed JNIM or ISGS militants attacked a Malian army convoy between Doro and Gossi (Gourma-Rharous, Tombouctou). The Malian soldiers repelled the attack and wounded one militant and recovered weapons.",0,1670257263,MLI
8015364,466,MLI4298,4298,"18 September 2020",2020,1,"Violence against civilians",Attack,"Dozo Communal Militia (Mali)",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali); Pastoralists (Mali)",7,47,"Western Africa",Mali,Segou,Niono,Dogofry,Farabougou,14.8883,-6.1409,1,Whatsapp,"New media","On 18 September 2020, Dozo militiamen killed a Fulani pastoralist man at his camp in Farabougou (Niono, Segou)",1,1622068044,MLI
8015391,466,MLI4304,4304,"17 September 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Menaka,Menaka,Menaka,Tidimbawen,15.3859,1.4505,1,"Undisclosed Source","Local partner-Other","On 17 September 2020, presumed ISGS militants abducted three people while extorting taxes in Tidimbawen (Menaka, Menaka). One person abducted was found executed.",1,1622068044,MLI
